properties.type,properties.timing,properties.speciesId,properties.date,properties.createdAt,geometry.coordinates
fighting,night,66,2016-07-10T07:00:00.000Z,2016-07-13T08:35:52.313Z,"[-121.47662882867064,38.57345486764643]"
water,night,129,2016-07-10T07:00:00.000Z,2016-07-13T08:36:18.714Z,"[-121.4893735242988,38.58167304091941]"
water,night,118,2016-07-10T07:00:00.000Z,2016-07-13T08:36:39.590Z,"[-121.49293878904732,38.582690753531296]"
grass,day,1,2016-07-10T07:00:00.000Z,2016-07-13T08:36:46.367Z,"[-121.49054566971485,38.578288223152214]"
poison,day,109,2016-07-13T07:00:00.000Z,2016-07-13T08:36:57.894Z,"[-76.98848918232427,38.90017973374046]"
water,night,60,2016-07-11T07:00:00.000Z,2016-07-13T08:37:12.758Z,"[-122.26629249587636,37.828688580520506]"
water,night,98,2016-07-11T07:00:00.000Z,2016-07-13T08:37:24.002Z,"[-122.26641675553348,37.82840281705806]"
poison,day,23,2016-07-07T07:00:00.000Z,2016-07-13T08:37:27.406Z,"[-121.49926417009982,38.58406686484986]"
bug,night,127,2016-07-11T07:00:00.000Z,2016-07-13T08:37:37.053Z,"[-122.26631917695414,37.828899708104586]"
grass,night,1,2016-07-10T07:00:00.000Z,2016-07-13T08:37:49.850Z,"[-122.26679636518092,37.829008511154555]"
electric,night,81,2016-07-10T07:00:00.000Z,2016-07-13T08:38:00.525Z,"[-122.26657104807683,37.82871798054414]"
fire,night,58,2016-07-10T07:00:00.000Z,2016-07-13T08:38:16.775Z,"[-122.26652903700554,37.82675746910277]"
water,day,79,2016-07-13T07:00:00.000Z,2016-07-13T08:38:17.154Z,"[-76.99423404818911,38.887430670321265]"
poison,night,41,2016-07-11T07:00:00.000Z,2016-07-13T08:38:26.769Z,"[-122.26716908184108,37.8252095038103]"
bug,night,11,2016-07-11T07:00:00.000Z,2016-07-13T08:38:34.627Z,"[-122.26675076362878,37.82586036340874]"
normal,night,19,2016-07-11T07:00:00.000Z,2016-07-13T08:38:43.806Z,"[-122.26612246568419,37.825752915794396]"
water,night,54,2016-07-11T07:00:00.000Z,2016-07-13T08:39:00.969Z,"[-122.39126803815401,37.78571090487539]"
poison,day,109,2016-07-13T07:00:00.000Z,2016-07-13T08:39:08.979Z,"[-77.02552046784953,38.88134386471137]"
poison,night,41,2016-07-11T07:00:00.000Z,2016-07-13T08:39:15.512Z,"[-122.41482846221368,37.77856147453248]"
poison,night,41,2016-07-11T07:00:00.000Z,2016-07-13T08:39:22.891Z,"[-122.41304104713856,37.78001239116982]"
fighting,night,56,2016-07-11T07:00:00.000Z,2016-07-13T08:39:50.480Z,"[-122.26568872241648,37.82747810877919]"
normal,night,84,2016-07-11T07:00:00.000Z,2016-07-13T08:40:16.692Z,"[-122.26638518984885,37.82598400618802]"
normal,night,85,2016-07-13T07:00:00.000Z,2016-07-13T08:40:28.627Z,"[-122.26665250714429,37.82808540739384]"
normal,day,19,2016-07-10T07:00:00.000Z,2016-07-13T08:40:29.753Z,"[-122.35262262838292,37.93684863167313]"
grass,night,102,2016-07-11T07:00:00.000Z,2016-07-13T08:40:41.146Z,"[-122.26673586423317,37.82840036929646]"
normal,night,85,2016-07-11T07:00:00.000Z,2016-07-13T08:40:57.606Z,"[-122.26497886732983,37.82731151425037]"
poison,night,41,2016-07-11T07:00:00.000Z,2016-07-13T08:41:06.525Z,"[-122.2649189961981,37.82777020123014]"
bug,day,13,2016-07-10T07:00:00.000Z,2016-07-13T08:41:07.090Z,"[-122.35273409264737,37.936856178874976]"
ghost,night,92,2016-07-11T07:00:00.000Z,2016-07-13T08:41:14.120Z,"[-122.26643962763845,37.82580871527891]"
water,night,120,2016-07-11T07:00:00.000Z,2016-07-13T08:41:29.552Z,"[-122.2663883377235,37.82811260288187]"
normal,night,21,2016-07-13T07:00:00.000Z,2016-07-13T08:41:53.159Z,"[-122.26516228399703,37.82655111322967]"
normal,night,84,2016-07-11T07:00:00.000Z,2016-07-13T08:42:04.727Z,"[-122.26535553592527,37.82569055349076]"
bug,day,10,2016-07-10T07:00:00.000Z,2016-07-13T08:42:53.119Z,"[-122.26611478295447,37.829207405695996]"
grass,day,2,2016-07-10T07:00:00.000Z,2016-07-13T08:43:24.815Z,"[-122.26595302554068,37.82778021341409]"
bug,day,127,2016-07-10T07:00:00.000Z,2016-07-13T08:43:44.971Z,"[-122.26696498638952,37.8281027999884]"
bug,day,127,2016-07-10T07:00:00.000Z,2016-07-13T08:44:04.606Z,"[-122.26617952183526,37.8257942619217]"
bug,day,13,2016-07-10T07:00:00.000Z,2016-07-13T08:44:19.322Z,"[-122.26639283802868,37.82582963647533]"
normal,day,21,2016-07-10T07:00:00.000Z,2016-07-13T08:44:50.493Z,"[-122.26562780819998,37.82504677598109]"
water,day,118,2016-07-10T07:00:00.000Z,2016-07-13T08:45:15.688Z,"[-122.26519138309209,37.82621729060999]"
normal,night,16,2016-07-11T07:00:00.000Z,2016-07-13T08:45:34.656Z,"[-122.26528955633282,37.82606766143569]"
normal,day,19,2016-07-11T07:00:00.000Z,2016-07-13T08:45:45.350Z,"[-122.26558238694736,37.82565443889136]"
water,day,118,2016-07-10T07:00:00.000Z,2016-07-13T08:46:04.442Z,"[-122.26336761514904,37.83296078036663]"
normal,day,19,2016-07-10T07:00:00.000Z,2016-07-13T08:46:24.213Z,"[-122.26316550222353,37.8339100427722]"
normal,day,21,2016-07-10T07:00:00.000Z,2016-07-13T08:46:48.607Z,"[-122.26285572607539,37.83535081749581]"
normal,day,85,2016-07-10T07:00:00.000Z,2016-07-13T08:47:13.668Z,"[-122.26191373096154,37.84001292950923]"
normal,day,128,2016-07-10T07:00:00.000Z,2016-07-13T08:47:32.793Z,"[-122.2620343411352,37.839847953069366]"
water,day,60,2016-07-13T07:00:00.000Z,2016-07-13T08:47:58.275Z,"[-122.2645362207679,37.82969107008941]"
bug,day,10,2016-07-10T07:00:00.000Z,2016-07-13T08:48:19.853Z,"[-122.26479322544515,37.83003797362494]"
normal,day,84,2016-07-10T07:00:00.000Z,2016-07-13T08:48:38.102Z,"[-122.26513817233543,37.8300842381541]"
water,day,129,2016-07-10T07:00:00.000Z,2016-07-13T08:49:40.738Z,"[-121.49504655160987,38.580184288203895]"
water,day,60,2016-07-10T07:00:00.000Z,2016-07-13T08:50:34.307Z,"[-122.26494200587086,37.827212681466065]"
bug,day,127,2016-07-10T07:00:00.000Z,2016-07-13T08:50:55.084Z,"[-122.2647644154907,37.82826123221075]"
water,day,60,2016-07-10T07:00:00.000Z,2016-07-13T08:51:16.448Z,"[-122.26618549096929,37.829043927084896]"
water,day,98,2016-07-10T07:00:00.000Z,2016-07-13T08:51:35.609Z,"[-122.26693453490654,37.829133387568646]"
normal,day,84,2016-07-10T07:00:00.000Z,2016-07-13T08:51:52.376Z,"[-122.26709386717704,37.829076875691555]"
electric,day,81,2016-07-10T07:00:00.000Z,2016-07-13T08:53:07.939Z,"[-122.29418648435114,37.80443170788473]"
poison,day,42,2016-07-10T07:00:00.000Z,2016-07-13T08:54:26.617Z,"[-122.39871878178285,37.7878956589238]"
poison,day,41,2016-07-10T07:00:00.000Z,2016-07-13T08:54:53.212Z,"[-122.39803927081371,37.786043932261634]"
poison,day,41,2016-07-10T07:00:00.000Z,2016-07-13T08:55:12.152Z,"[-122.39703294638268,37.78576590333856]"
poison,day,41,2016-07-10T07:00:00.000Z,2016-07-13T08:55:32.567Z,"[-122.39738300648563,37.78611644154773]"
poison,day,41,2016-07-10T07:00:00.000Z,2016-07-13T08:55:55.774Z,"[-122.39553158227274,37.7846694582757]"
poison,day,41,2016-07-10T07:00:00.000Z,2016-07-13T08:56:22.949Z,"[-122.39250458249518,37.78226474011666]"
bug,day,11,2016-07-10T07:00:00.000Z,2016-07-13T08:56:56.563Z,"[-122.39193151651966,37.78274628625657]"
poison,night,41,2016-07-10T07:00:00.000Z,2016-07-13T08:57:29.507Z,"[-122.39326858088441,37.78188351253466]"
normal,night,19,2016-07-10T07:00:00.000Z,2016-07-13T08:57:45.720Z,"[-122.39215190050373,37.78268303629302]"
normal,night,19,2016-07-10T07:00:00.000Z,2016-07-13T08:58:04.796Z,"[-122.39308597937162,37.782240418651526]"
poison,night,41,2016-07-10T07:00:00.000Z,2016-07-13T08:58:38.328Z,"[-122.39319923629643,37.782817507496034]"
water,night,54,2016-07-10T07:00:00.000Z,2016-07-13T08:59:03.721Z,"[-122.39492718994924,37.7847574871619]"
poison,night,41,2016-07-10T07:00:00.000Z,2016-07-13T08:59:21.261Z,"[-122.39594653643567,37.78495199077449]"
normal,day,85,2016-07-11T07:00:00.000Z,2016-07-13T08:59:48.115Z,"[-122.26588316264507,37.825751391180646]"
normal,day,19,2016-07-11T07:00:00.000Z,2016-07-13T09:00:12.089Z,"[-122.26499069269393,37.826971076031484]"
normal,day,84,2016-07-11T07:00:00.000Z,2016-07-13T09:00:37.784Z,"[-122.26518966833481,37.8259380427056]"
grass,day,102,2016-07-11T07:00:00.000Z,2016-07-13T09:00:58.340Z,"[-122.26498071479006,37.827032757464195]"
normal,day,84,2016-07-11T07:00:00.000Z,2016-07-13T09:01:14.283Z,"[-122.26504693158734,37.82699848001536]"
poison,day,29,2016-07-11T07:00:00.000Z,2016-07-13T09:01:39.850Z,"[-122.26494305747508,37.82732373128904]"
bug,day,127,2016-07-11T07:00:00.000Z,2016-07-13T09:01:56.005Z,"[-122.26511126970635,37.82691926250247]"
normal,day,85,2016-07-11T07:00:00.000Z,2016-07-13T09:02:17.260Z,"[-122.26699053614104,37.82897793120651]"
bug,day,14,2016-07-11T07:00:00.000Z,2016-07-13T09:02:53.504Z,"[-122.41793788254003,37.77611106728352]"
normal,day,84,2016-07-11T07:00:00.000Z,2016-07-13T09:03:22.315Z,"[-122.41576760547301,37.773099847471954]"
bug,day,14,2016-07-11T07:00:00.000Z,2016-07-13T09:03:43.155Z,"[-122.41591719434183,37.77284778530857]"
poison,day,41,2016-07-11T07:00:00.000Z,2016-07-13T09:04:24.707Z,"[-122.40421313678542,37.78880534479187]"
poison,day,41,2016-07-11T07:00:00.000Z,2016-07-13T09:05:05.306Z,"[-122.29481101490128,37.804650420791006]"
water,day,120,2016-07-11T07:00:00.000Z,2016-07-13T09:06:24.205Z,"[-122.27637451867855,37.79860347546165]"
normal,day,84,2016-07-11T07:00:00.000Z,2016-07-13T09:06:49.008Z,"[-122.26700823927098,37.828904179666026]"
bug,day,10,2016-07-11T07:00:00.000Z,2016-07-13T09:07:15.802Z,"[-122.26572848522548,37.82854632691536]"
bug,day,13,2016-07-11T07:00:00.000Z,2016-07-13T09:07:51.437Z,"[-122.26705827687006,37.82597709951712]"
bug,day,127,2016-07-11T07:00:00.000Z,2016-07-13T09:08:17.359Z,"[-122.26695193756899,37.82592539449176]"
normal,day,84,2016-07-11T07:00:00.000Z,2016-07-13T09:08:34.259Z,"[-122.26651865961153,37.82583279978482]"
ghost,day,92,2016-07-11T07:00:00.000Z,2016-07-13T09:08:52.635Z,"[-122.26628430498465,37.82581260306566]"
grass,day,1,2016-07-11T07:00:00.000Z,2016-07-13T09:09:16.075Z,"[-122.26527937918314,37.82610916439131]"
poison,day,109,2016-07-11T07:00:00.000Z,2016-07-13T09:09:51.183Z,"[-122.26571692978328,37.8244842074881]"
bug,day,10,2016-07-11T07:00:00.000Z,2016-07-13T09:10:15.135Z,"[-122.26502133246164,37.82710378086061]"
water,day,60,2016-07-11T07:00:00.000Z,2016-07-13T09:10:40.110Z,"[-122.26502133246154,37.827188441071215]"
water,day,60,2016-07-11T07:00:00.000Z,2016-07-13T09:13:03.530Z,"[-122.29491296416577,37.8389834425802]"
normal,day,84,2016-07-11T07:00:00.000Z,2016-07-13T09:13:22.743Z,"[-122.29489202130222,37.83919352051292]"
normal,day,19,2016-07-11T07:00:00.000Z,2016-07-13T09:13:51.588Z,"[-122.291179570212,37.83982570438339]"
poison,day,41,2016-07-11T07:00:00.000Z,2016-07-13T09:14:09.762Z,"[-122.29112517204588,37.840946784732495]"
water,night,99,2016-07-11T07:00:00.000Z,2016-07-13T09:14:40.753Z,"[-122.29098715651102,37.841972977808766]"
poison,night,88,2016-07-11T07:00:00.000Z,2016-07-13T09:15:04.653Z,"[-122.29150077502729,37.8417387998238]"
normal,night,84,2016-07-11T07:00:00.000Z,2016-07-13T09:15:22.782Z,"[-122.29014916949617,37.842330784424036]"
normal,night,84,2016-07-11T07:00:00.000Z,2016-07-13T09:15:47.693Z,"[-122.29148308730363,37.84106075191626]"
poison,night,23,2016-07-13T07:00:00.000Z,2016-07-13T09:18:00.658Z,"[-121.48449271679094,38.580296975054154]"
normal,night,84,2016-07-12T07:00:00.000Z,2016-07-13T09:21:13.504Z,"[-121.49950336643687,38.583693710878805]"
fighting,night,56,2016-07-12T07:00:00.000Z,2016-07-13T09:21:31.420Z,"[-121.50057898399746,38.58393103708906]"
fire,night,58,2016-07-12T07:00:00.000Z,2016-07-13T09:21:51.947Z,"[-121.5008514976659,38.58398451041859]"
poison,night,23,2016-07-12T07:00:00.000Z,2016-07-13T09:22:07.820Z,"[-121.49943150136443,38.583836211858085]"
normal,night,19,2016-07-12T07:00:00.000Z,2016-07-13T09:22:43.975Z,"[-121.49422124887562,38.5818041622139]"
normal,night,17,2016-07-13T07:00:00.000Z,2016-07-13T09:23:12.583Z,"[-121.48101239154434,38.57941977438696]"
water,night,60,2016-07-12T07:00:00.000Z,2016-07-13T09:23:15.813Z,"[-121.49092973353146,38.577161220991144]"
normal,night,133,2016-07-12T07:00:00.000Z,2016-07-13T09:23:36.438Z,"[-121.49312259739321,38.58140723795674]"
fighting,night,56,2016-07-12T07:00:00.000Z,2016-07-13T09:23:54.540Z,"[-121.49292028271034,38.58156376966775]"
fighting,night,56,2016-07-12T07:00:00.000Z,2016-07-13T09:24:12.046Z,"[-121.49279443658608,38.58167021414661]"
normal,night,19,2016-07-12T07:00:00.000Z,2016-07-13T09:24:33.560Z,"[-121.48987019073448,38.58180079385389]"
ground,night,111,2016-07-12T07:00:00.000Z,2016-07-13T09:25:11.550Z,"[-121.4890892935467,38.58038951562682]"
fire,night,58,2016-07-12T07:00:00.000Z,2016-07-13T09:25:57.440Z,"[-121.48701008475075,38.58102819875526]"
normal,day,16,2016-07-13T07:00:00.000Z,2016-07-13T09:26:47.091Z,"[-121.46296993155897,38.57779282118548]"
ground,day,104,2016-07-13T07:00:00.000Z,2016-07-13T09:27:05.625Z,"[-121.4633351122089,38.57724340402967]"
ground,day,104,2016-07-13T07:00:00.000Z,2016-07-13T09:27:31.021Z,"[-121.46565873423094,38.57891179603823]"
bug,night,46,2016-07-13T07:00:00.000Z,2016-07-13T09:29:14.817Z,"[-121.47953806456329,38.57758651025472]"
poison,day,29,2016-07-13T07:00:00.000Z,2016-07-13T09:31:44.029Z,"[-121.46396073587532,38.577941373651925]"
normal,night,16,2016-07-13T07:00:00.000Z,2016-07-13T09:31:58.776Z,"[-121.47992505703246,38.57643592640616]"
poison,day,29,2016-07-13T07:00:00.000Z,2016-07-13T09:32:04.202Z,"[-121.46356604861447,38.57581443494382]"
fire,day,77,2016-07-13T07:00:00.000Z,2016-07-13T09:32:19.132Z,"[-121.46307157995203,38.57556775648516]"
normal,day,133,2016-07-13T07:00:00.000Z,2016-07-13T09:32:40.532Z,"[-121.46399766621205,38.57605239550409]"
bug,day,46,2016-07-13T07:00:00.000Z,2016-07-13T09:32:56.873Z,"[-121.46452647559288,38.575052187958505]"
normal,day,19,2016-07-13T07:00:00.000Z,2016-07-13T09:33:21.136Z,"[-121.46579274798759,38.57512363225379]"
normal,day,19,2016-07-13T07:00:00.000Z,2016-07-13T09:33:43.721Z,"[-121.4694568355271,38.57662239210222]"
bug,day,46,2016-07-13T07:00:00.000Z,2016-07-13T09:34:40.428Z,"[-121.47453750935837,38.57778576353928]"
normal,day,16,2016-07-13T07:00:00.000Z,2016-07-13T09:35:03.842Z,"[-121.47787386445496,38.577992577472656]"
normal,day,19,2016-07-13T07:00:00.000Z,2016-07-13T09:35:22.604Z,"[-121.4839964641316,38.580295906743345]"
normal,day,19,2016-07-13T07:00:00.000Z,2016-07-13T09:35:41.510Z,"[-121.48518676957187,38.58054186539118]"
normal,day,19,2016-07-13T07:00:00.000Z,2016-07-13T09:36:03.184Z,"[-121.48492965728056,38.580455465386024]"
poison,day,23,2016-07-13T07:00:00.000Z,2016-07-13T09:36:18.741Z,"[-121.4860186151308,38.58077075605442]"
grass,day,2,2016-07-12T18:30:00.000Z,2016-07-13T09:49:59.300Z,"[-117.09058631971783,36.42386767101945]"
fire,day,4,2016-07-12T18:30:00.000Z,2016-07-13T09:52:07.653Z,"[-116.94594249056064,34.44386197399599]"
bug,day,14,2016-07-12T22:00:00.000Z,2016-07-13T10:05:35.951Z,"[-88.86702668983183,38.272298053265814]"
normal,day,84,2016-07-12T18:30:00.000Z,2016-07-13T10:07:20.562Z,"[-99.52229593660074,38.53947150426862]"
psychic,day,96,2016-07-12T23:00:00.000Z,2016-07-13T12:35:35.565Z,"[-4.3962970164185435,52.03945549836433]"
water,day,129,2016-07-12T23:00:00.000Z,2016-07-13T12:36:01.478Z,"[-4.398093041870595,52.03473545087135]"
normal,day,133,2016-07-12T23:00:00.000Z,2016-07-13T12:36:24.093Z,"[-4.383951195060888,52.050837369115726]"
normal,day,19,2016-07-13T04:00:00.000Z,2016-07-13T17:41:29.132Z,"[-81.58357347078463,30.311753805779674]"
normal,day,16,2016-07-13T04:00:00.000Z,2016-07-13T17:41:43.091Z,"[-81.58344730852754,30.311766309250785]"
bug,night,10,2016-07-13T04:00:00.000Z,2016-07-13T17:41:53.500Z,"[-81.5835090998557,30.311752941710537]"
bug,night,13,2016-07-13T04:00:00.000Z,2016-07-13T17:42:03.445Z,"[-81.58347479680786,30.311751171074576]"
grass,day,1,2016-07-13T04:00:00.000Z,2016-07-13T17:42:13.442Z,"[-81.5835372362681,30.31170540959829]"
water,night,72,2016-07-10T04:00:00.000Z,2016-07-13T17:42:36.896Z,"[-81.58273220965361,30.312634196545233]"
dragon,night,147,2016-07-11T04:00:00.000Z,2016-07-13T17:46:33.817Z,"[-76.95344563161245,38.96419865072579]"
poison,day,109,2016-07-11T04:00:00.000Z,2016-07-13T17:46:52.543Z,"[-76.95604462411163,38.96502826626201]"
water,day,7,2016-07-13T03:00:00.000Z,2016-07-13T17:50:23.176Z,"[-46.573476938404724,-23.547250081758037]"
ghost,day,92,2016-07-09T07:00:00.000Z,2016-07-13T17:56:15.539Z,"[-121.49701385464712,38.57291390448978]"
fighting,day,106,2016-07-09T07:00:00.000Z,2016-07-13T17:56:53.542Z,"[-121.49511906550178,38.576268761926656]"
normal,night,113,2016-07-11T07:00:00.000Z,2016-07-13T17:57:18.393Z,"[-121.49811454341707,38.5662379843437]"
grass,day,1,2016-07-12T20:00:00.000Z,2016-07-13T17:57:20.922Z,"[41.634373489986075,41.649740173808766]"
electric,night,135,2016-07-12T07:00:00.000Z,2016-07-13T17:57:42.703Z,"[-121.4975653521114,38.57028911307549]"
water,day,129,2016-07-13T06:00:00.000Z,2016-07-13T18:00:58.050Z,"[-51.964257868706085,32.18703751376988]"
water,day,129,2016-07-13T06:00:00.000Z,2016-07-13T18:01:20.186Z,"[-26.603563388512725,-48.11097087459552]"
water,day,129,2016-07-13T06:00:00.000Z,2016-07-13T18:01:30.123Z,"[84.79712986381134,-57.41126037193969]"
water,day,129,2016-07-13T06:00:00.000Z,2016-07-13T18:01:52.650Z,"[-65.81053957787844,-59.15648014591688]"
normal,day,16,2016-07-12T06:00:00.000Z,2016-07-13T18:04:42.093Z,"[-104.98489784025442,39.549800799404636]"
normal,day,19,2016-07-13T06:00:00.000Z,2016-07-13T18:05:05.841Z,"[-104.98680831630904,39.54826640674]"
poison,night,41,2016-07-10T06:00:00.000Z,2016-07-13T18:05:34.348Z,"[-104.98518228195783,39.549582108801786]"
water,day,54,2016-07-11T07:00:00.000Z,2016-07-13T18:06:25.342Z,"[-121.34289864719528,38.41840907700205]"
bug,day,123,2016-07-13T07:00:00.000Z,2016-07-13T18:07:11.315Z,"[-121.40629981946667,38.45756974162427]"
rock,night,141,2016-07-11T07:00:00.000Z,2016-07-13T18:07:37.689Z,"[-121.40331698478471,38.46036048046207]"
ghost,day,92,2016-07-12T07:00:00.000Z,2016-07-13T18:08:50.127Z,"[-121.42077869539077,38.429176628859466]"
fire,night,4,2016-07-12T07:00:00.000Z,2016-07-13T18:09:04.115Z,"[-121.38032083397749,38.69436772984261]"
fire,day,126,2016-07-12T07:00:00.000Z,2016-07-13T18:09:06.826Z,"[-121.41984462135747,38.42897887715907]"
dragon,day,147,2016-07-12T07:00:00.000Z,2016-07-13T18:09:26.419Z,"[-121.40950816539532,38.42760207411496]"
normal,day,137,2016-07-13T04:00:00.000Z,2016-07-13T18:10:45.857Z,"[-81.68942675946792,41.50043986532029]"
ground,day,111,2016-07-13T05:00:00.000Z,2016-07-13T18:10:58.387Z,"[-103.35604537881285,25.507676730663263]"
psychic,day,96,2016-07-13T04:00:00.000Z,2016-07-13T18:11:09.073Z,"[-81.6894920651734,41.500605767084664]"
dragon,day,147,2016-07-13T17:00:00.000Z,2016-07-13T18:11:11.476Z,"[110.37462438767284,-7.758050479525622]"
grass,day,1,2016-07-13T17:00:00.000Z,2016-07-13T18:11:22.714Z,"[110.3746545244922,-7.758153086055714]"
bug,day,10,2016-07-13T17:00:00.000Z,2016-07-13T18:11:37.472Z,"[110.3747954966928,-7.75809393836343]"
bug,day,13,2016-07-13T17:00:00.000Z,2016-07-13T18:11:56.496Z,"[110.37468956037736,-7.758071445958407]"
normal,day,16,2016-07-13T17:00:00.000Z,2016-07-13T18:12:18.846Z,"[110.37464891621181,-7.758106273767353]"
normal,day,52,2016-07-13T04:00:00.000Z,2016-07-13T18:15:21.862Z,"[-86.35294139947473,39.952409703255654]"
water,day,7,2016-07-13T04:00:00.000Z,2016-07-13T18:15:36.991Z,"[-86.3535662187667,39.95269112290126]"
psychic,day,96,2016-07-13T04:00:00.000Z,2016-07-13T18:15:45.956Z,"[-86.35374543720447,39.953386325341455]"
water,day,129,2016-07-13T04:00:00.000Z,2016-07-13T18:15:54.193Z,"[-86.35544582546909,39.95303859867667]"
normal,day,22,2016-07-13T04:00:00.000Z,2016-07-13T18:16:22.674Z,"[-86.35415069802058,39.95254451203857]"
fighting,day,107,2016-07-09T06:00:00.000Z,2016-07-13T18:16:55.065Z,"[-104.98519389773966,39.55545644024957]"
normal,day,52,2016-07-09T06:00:00.000Z,2016-07-13T18:17:15.024Z,"[-104.99600107042932,39.54602188998379]"
ghost,day,92,2016-07-13T05:00:00.000Z,2016-07-13T18:17:55.530Z,"[-95.46214658659574,29.746156996203467]"
bug,day,123,2016-07-12T22:00:00.000Z,2016-07-13T18:18:03.321Z,"[-4.991004602018677,36.481156538516515]"
grass,day,114,2016-07-09T05:00:00.000Z,2016-07-13T18:18:08.756Z,"[-103.43152894767464,25.5414198151436]"
bug,day,123,2016-07-13T05:00:00.000Z,2016-07-13T18:18:15.177Z,"[-95.46218897340775,29.74636880287204]"
rock,day,74,2016-07-08T06:00:00.000Z,2016-07-13T18:18:32.029Z,"[-105.00468733407982,39.547347407722924]"
poison,day,32,2016-07-13T05:00:00.000Z,2016-07-13T18:18:45.622Z,"[-95.46195247201977,29.746319513203545]"
grass,day,3,2016-07-09T05:00:00.000Z,2016-07-13T18:19:19.333Z,"[-95.39855524850537,29.73745104995342]"
normal,day,19,2016-07-07T06:00:00.000Z,2016-07-13T18:19:31.139Z,"[-104.99440163873426,39.54833397624682]"
water,night,73,2016-07-12T05:00:00.000Z,2016-07-13T18:19:40.997Z,"[-95.39622974281494,29.73757403906636]"
rock,day,138,2016-07-12T05:00:00.000Z,2016-07-13T18:19:56.943Z,"[-95.3984323542287,29.735423849437865]"
poison,day,41,2016-07-13T07:00:00.000Z,2016-07-13T18:19:59.265Z,"[-121.74095150004445,38.541277073295475]"
bug,day,49,2016-07-13T07:00:00.000Z,2016-07-13T18:20:13.096Z,"[-121.74076359288844,38.541035235822164]"
normal,day,16,2016-07-13T07:00:00.000Z,2016-07-13T18:20:53.261Z,"[-121.74466345220463,38.54031806876796]"
normal,day,19,2016-07-12T07:00:00.000Z,2016-07-13T18:21:18.419Z,"[-121.7446117090888,38.54032474490111]"
water,day,129,2016-07-09T17:00:00.000Z,2016-07-13T18:22:27.207Z,"[106.79798133824238,-6.601331434236229]"
fighting,day,56,2016-07-13T06:00:00.000Z,2016-07-13T18:24:24.506Z,"[-104.9852066661372,39.549807364149785]"
fire,day,4,2016-07-13T05:00:00.000Z,2016-07-13T18:27:30.074Z,"[-103.43150103132417,25.541638738988098]"
